record_id,product_id,store_id,supplier_id,transaction_date,expiration_date,units_sold,units_wasted,revenue,waste_cost,profit,base_price,cost_price,selling_price
8392,REA_SAN_383,STORE_007,SUPPLIER_10,2023-09-08,2023-09-13,321,0,4304.61,0,2391.45,13.41,5.96,13.41
8393,REA_SAN_273,STORE_017,SUPPLIER_10,2023-01-01,2023-01-05,20,0,116.6,0,59,5.83,2.88,5.83
8394,MEA_GRO_526,STORE_006,SUPPLIER_11,2024-03-05,2024-03-10,163,160,3494.72,1390.4,687.85,21.44,8.69,21.44
8395,DEL_PRE_859,STORE_005,SUPPLIER_08,2023-12-05,2023-12-14,93,31,701.22,98.89,305.66,7.54,3.19,7.54
8396,SEA_CRA_327,STORE_039,SUPPLIER_05,2023-04-07,2023-04-11,50,39,2055,889.98,24.02,41.1,22.82,41.1
8397,SEA_SHR_475,STORE_016,SUPPLIER_09,2024-12-22,2024-12-27,95,0,3892.15,0,1776.5,40.97,22.27,40.97
8398,FRO_ICE_847,STORE_039,SUPPLIER_08,2023-10-04,2024-07-04,466,0,6127.9,0,2903.18,13.15,6.92,13.15
8399,SEA_COD_790,STORE_001,SUPPLIER_18,2024-03-28,2024-04-04,127,12,3249.93,135.24,1683.4,25.59,11.27,25.59
8400,DAI_CHE_505,STORE_001,SUPPLIER_06,2023-10-21,2023-11-11,348,0,3010.2,0,1485.96,8.65,4.38,8.65
8401,BAK_BRE_541,STORE_043,SUPPLIER_15,2024-12-27,2024-12-30,230,31,1136.2,158.72,-200.12,7.49,5.12,4.94
8402,SEA_COD_861,STORE_049,SUPPLIER_08,2024-05-26,2024-06-01,77,0,1063.37,0,602.14,13.81,5.99,13.81
8403,PRO_AVO_492,STORE_019,SUPPLIER_09,2023-11-29,2023-12-09,0,12,0,12.12,-12.12,1.76,1.01,1.76
8404,DAI_MIL_854,STORE_014,SUPPLIER_18,2024-01-12,2024-02-05,131,0,390.38,0,47.16,3.82,2.62,2.98
8405,DAI_CRE_268,STORE_015,SUPPLIER_10,2023-05-22,2023-06-09,114,49,457.14,94.57,142.55,4.01,1.93,4.01
8406,DEL_PRE_534,STORE_025,SUPPLIER_14,2023-07-25,2023-07-28,487,0,4436.57,0,1139.58,11.99,6.77,9.11
8407,BAK_DON_726,STORE_027,SUPPLIER_10,2023-10-05,2023-10-06,30,14,70.8,55.44,-103.44,6.05,3.96,2.36
8408,DEL_PRE_196,STORE_010,SUPPLIER_08,2024-05-12,2024-05-21,72,8,1278,57.36,704.4,17.75,7.17,17.75
8409,PHA_EYE_307,STORE_009,SUPPLIER_18,2023-10-12,2025-01-07,177,0,25560.57,0,13060.83,144.41,70.62,144.41
8410,DAI_BUT_417,STORE_035,SUPPLIER_01,2024-10-22,2024-10-31,203,104,803.88,224.64,140.76,3.96,2.16,3.96
8411,BAK_CAK_130,STORE_001,SUPPLIER_11,2023-02-23,2023-02-25,305,0,1232.2,0,-390.4,7.63,5.32,4.04
8412,BEV_COL_711,STORE_017,SUPPLIER_20,2023-02-21,2023-03-04,209,143,1047.09,351.78,181.17,5.01,2.46,5.01
8413,SEA_TIL_217,STORE_044,SUPPLIER_17,2024-02-17,2024-02-22,186,80,5665.56,1099.2,2010.72,30.46,13.74,30.46
8414,FRO_FRO_598,STORE_015,SUPPLIER_10,2024-08-20,2025-03-26,243,84,2916,686.28,244.41,12,8.17,12
8415,FRO_ICE_973,STORE_009,SUPPLIER_07,2024-01-05,2024-10-17,284,122,3720.4,941.84,586.08,15.6,7.72,13.1
8416,FRO_PIZ_468,STORE_019,SUPPLIER_18,2024-12-05,2025-07-12,0,281,0,769.94,-769.94,5.1,2.74,5.1
8417,MEA_BEE_136,STORE_020,SUPPLIER_15,2023-03-21,2023-03-28,140,60,1708,332.4,600,12.2,5.54,12.2
8418,BEV_SMO_588,STORE_018,SUPPLIER_17,2024-11-25,2024-12-12,65,20,556.4,104.6,111.85,8.56,5.23,8.56
8419,DAI_SOU_799,STORE_042,SUPPLIER_02,2023-08-17,2023-08-24,203,102,1303.26,364.14,214.41,6.42,3.57,6.42
8420,FRO_PIZ_590,STORE_010,SUPPLIER_05,2024-06-23,2024-10-30,370,0,3688.9,0,2149.7,9.97,4.16,9.97
8421,MEA_SAU_477,STORE_011,SUPPLIER_06,2024-01-05,2024-01-14,369,0,6771.15,0,2767.5,23.83,10.85,18.35
8422,SEA_COD_137,STORE_019,SUPPLIER_05,2023-04-03,2023-04-07,373,0,6393.22,0,607.99,22.55,15.51,17.14
8423,PHA_EYE_898,STORE_040,SUPPLIER_19,2023-07-31,2024-02-10,149,0,61876.72,0,35640.8,415.28,176.08,415.28
8424,SEA_SHR_418,STORE_047,SUPPLIER_14,2024-07-19,2024-07-22,404,0,4407.64,0,1959.4,10.91,6.06,10.91
8425,DEL_PRE_812,STORE_029,SUPPLIER_17,2024-12-21,2024-12-30,78,0,694.2,0,375.18,8.9,4.09,8.9
8426,PRO_AVO_862,STORE_019,SUPPLIER_16,2024-08-29,2024-09-06,211,0,1240.68,0,715.29,5.88,2.49,5.88
8427,BEV_SMO_310,STORE_040,SUPPLIER_05,2024-10-22,2024-11-16,0,30,0,55.8,-55.8,2.98,1.86,2.98
8428,MEA_TUR_317,STORE_001,SUPPLIER_07,2023-06-10,2023-06-18,113,44,2768.5,572.44,725.93,24.5,13.01,24.5
8429,BEV_KOM_347,STORE_049,SUPPLIER_12,2023-09-24,2023-10-03,229,0,2049.55,0,954.93,8.95,4.78,8.95
8430,DEL_HAM_482,STORE_033,SUPPLIER_13,2023-03-04,2023-03-09,224,97,3861.76,1132.96,112.48,17.24,11.68,17.24
8431,PHA_VAC_188,STORE_024,SUPPLIER_03,2024-08-11,2025-07-03,94,41,23078.88,6319.74,2269.98,245.52,154.14,245.52
8432,PHA_PRO_190,STORE_002,SUPPLIER_18,2024-07-19,2026-01-13,332,0,61346.96,0,19880.16,184.78,124.9,184.78
8433,PRO_LET_299,STORE_024,SUPPLIER_11,2023-05-27,2023-06-09,194,0,525.74,0,153.26,3.31,1.92,2.71
8434,PRO_BER_559,STORE_027,SUPPLIER_01,2023-07-05,2023-07-07,395,0,402.9,0,189.6,1.02,0.54,1.02
8435,BAK_DON_243,STORE_010,SUPPLIER_12,2023-01-03,2023-01-09,228,98,2138.64,590.94,172.86,9.38,6.03,9.38
8436,FRO_FRO_921,STORE_003,SUPPLIER_13,2023-02-18,2023-11-22,61,0,933.3,0,553.88,15.3,6.22,15.3
8437,MEA_GRO_338,STORE_009,SUPPLIER_06,2024-10-08,2024-10-11,128,9,567.04,49.77,-190.57,9.22,5.53,4.43
8438,DEL_DIP_412,STORE_032,SUPPLIER_09,2023-08-18,2023-08-22,331,38,1737.75,207.48,-276.99,8.46,5.46,5.25
8439,DEL_PRE_138,STORE_046,SUPPLIER_10,2023-05-21,2023-05-27,51,0,833.85,0,286.62,16.35,10.73,16.35
8440,FRO_ICE_620,STORE_038,SUPPLIER_13,2023-06-19,2023-12-04,0,126,0,1062.18,-1062.18,18.72,8.43,18.72
8441,REA_FRE_599,STORE_014,SUPPLIER_19,2023-05-27,2023-05-29,264,114,2006.4,747.84,-473.28,10.56,6.56,7.6
8442,DAI_CRE_702,STORE_030,SUPPLIER_19,2024-01-25,2024-02-21,0,12,0,30.84,-30.84,3.9,2.57,3.9
8443,DEL_HAM_461,STORE_005,SUPPLIER_02,2024-10-07,2024-10-09,23,26,342.47,248.82,-126.46,17.11,9.57,14.89
8444,FRO_FRO_304,STORE_046,SUPPLIER_18,2024-12-08,2025-05-18,117,289,1145.43,1693.54,-1233.73,9.79,5.86,9.79
8445,DEL_DIP_305,STORE_046,SUPPLIER_20,2024-10-02,2024-10-07,153,47,703.8,140.53,105.8,6.39,2.99,4.6
8446,PRO_BAN_254,STORE_001,SUPPLIER_03,2024-10-28,2024-11-06,376,0,1214.48,0,376,3.23,2.23,3.23
8447,PHA_INS_154,STORE_027,SUPPLIER_04,2024-03-02,2024-10-20,233,113,111008.19,26601.33,29556.33,476.43,235.41,476.43
8448,BEV_MIL_695,STORE_018,SUPPLIER_13,2023-08-05,2023-08-31,253,109,1940.51,498.13,286.17,7.67,4.57,7.67
8449,BAK_CRO_983,STORE_028,SUPPLIER_07,2023-06-24,2023-06-28,215,83,2575.7,581.83,486.72,11.98,7.01,11.98
8450,REA_WRA_621,STORE_046,SUPPLIER_14,2023-01-12,2023-01-13,108,0,427.68,0,-231.12,9.9,6.1,3.96
8451,DAI_MIL_427,STORE_018,SUPPLIER_06,2023-11-15,2023-12-01,167,0,1568.13,0,649.63,9.39,5.5,9.39
8452,SEA_LOB_675,STORE_033,SUPPLIER_07,2023-07-02,2023-07-08,430,0,5899.6,0,2898.2,13.72,6.98,13.72
8453,SEA_COD_504,STORE_042,SUPPLIER_18,2024-08-31,2024-09-01,224,96,3299.52,751.68,793.92,14.73,7.83,14.73
8454,BEV_SMO_215,STORE_045,SUPPLIER_01,2023-09-02,2023-09-18,82,14,529.72,47.74,202.36,6.46,3.41,6.46
8455,SEA_CRA_511,STORE_023,SUPPLIER_02,2023-08-23,2023-08-24,434,0,4123,0,1692.6,12.34,5.6,9.5
8456,DAI_YOG_780,STORE_020,SUPPLIER_04,2023-01-11,2023-02-05,244,106,2654.72,606.32,652.72,10.88,5.72,10.88
8457,REA_WRA_216,STORE_031,SUPPLIER_20,2023-07-25,2023-07-28,21,0,164.22,0,79.8,7.82,4.02,7.82
8458,BAK_MUF_941,STORE_003,SUPPLIER_18,2023-02-01,2023-02-05,216,0,3086.64,0,1460.16,14.29,7.53,14.29
8459,BAK_MUF_860,STORE_024,SUPPLIER_19,2024-06-27,2024-07-02,369,0,4029.48,0,2118.06,10.92,5.18,10.92
8460,MEA_SAU_252,STORE_008,SUPPLIER_11,2023-05-13,2023-05-20,356,70,3517.28,343.7,1425.62,9.88,4.91,9.88
8461,PRO_LET_616,STORE_049,SUPPLIER_02,2024-04-27,2024-04-29,473,0,2530.55,0,898.7,5.35,3.45,5.35
8462,SEA_SAL_872,STORE_040,SUPPLIER_08,2024-02-21,2024-02-23,9,5,77.85,32.75,-13.85,14.42,6.55,8.65
8463,PHA_ANT_749,STORE_019,SUPPLIER_19,2023-01-17,2024-08-06,464,0,51745.28,0,27273.92,111.52,52.74,111.52
8464,MEA_LAM_243,STORE_042,SUPPLIER_05,2023-09-06,2023-09-10,257,233,2462.06,1710.22,-1134.54,15.2,7.34,9.58
8465,DAI_CHE_683,STORE_009,SUPPLIER_05,2023-04-26,2023-05-06,451,0,3062.29,0,1050.83,6.79,4.46,6.79
8466,PRO_BER_284,STORE_027,SUPPLIER_11,2023-05-07,2023-05-27,142,0,498.42,0,235.72,4.5,1.85,3.51
8467,PRO_AVO_624,STORE_009,SUPPLIER_20,2024-01-16,2024-01-29,313,56,1586.91,149.52,601.68,5.07,2.67,5.07
8468,PRO_GRA_215,STORE_033,SUPPLIER_08,2024-06-13,2024-06-15,168,73,744.24,194.18,103.18,6.61,2.66,4.43
8469,FRO_FRO_129,STORE_013,SUPPLIER_11,2024-11-05,2025-04-17,304,196,1328.48,464.52,143.48,4.37,2.37,4.37
8470,MEA_TUR_942,STORE_016,SUPPLIER_15,2024-07-03,2024-07-09,160,29,1680,194.3,413.7,14.19,6.7,10.5
8471,REA_FRE_810,STORE_042,SUPPLIER_08,2023-09-21,2023-09-21,475,0,3842.75,0,-1667.25,17.97,11.6,8.09
8472,SEA_LOB_372,STORE_016,SUPPLIER_07,2024-11-26,2024-12-01,0,19,0,373.92,-373.92,39.5,19.68,39.5
8473,FRO_FRO_868,STORE_016,SUPPLIER_07,2024-06-22,2024-12-09,64,28,803.84,257.6,-42.56,15.7,9.2,12.56
8474,DEL_SAL_610,STORE_031,SUPPLIER_18,2023-04-02,2023-04-14,203,0,826.21,0,300.44,4.07,2.59,4.07
8475,BAK_DON_416,STORE_031,SUPPLIER_18,2024-07-19,2024-07-22,220,95,2413.4,534.85,639.95,10.97,5.63,10.97
8476,SEA_COD_866,STORE_008,SUPPLIER_05,2024-05-27,2024-05-30,223,165,3217.89,2824.8,-3424.67,25.77,17.12,14.43
8477,MEA_BEE_640,STORE_026,SUPPLIER_08,2023-07-28,2023-08-06,361,19,7573.78,263.53,2303.18,20.98,13.87,20.98
8478,BEV_FRE_905,STORE_022,SUPPLIER_10,2024-12-16,2025-01-07,43,20,208.98,59.6,21.24,4.86,2.98,4.86
8479,DEL_SAL_740,STORE_015,SUPPLIER_18,2023-04-02,2023-04-09,171,0,1684.35,0,519.84,9.85,6.81,9.85
8480,DAI_CRE_412,STORE_011,SUPPLIER_05,2023-05-08,2023-05-16,17,25,170.17,158,-95.27,10.01,6.32,10.01
8481,BAK_BAG_134,STORE_007,SUPPLIER_04,2023-03-28,2023-04-04,349,0,3315.5,0,1647.28,9.5,4.78,9.5
8482,BAK_BAG_415,STORE_007,SUPPLIER_14,2023-06-24,2023-06-29,362,0,2161.14,0,1089.62,5.97,2.96,5.97
8483,DAI_COT_865,STORE_041,SUPPLIER_13,2024-06-24,2024-07-02,134,58,928.62,350.9,-232.98,9,6.05,6.93
8484,MEA_TUR_602,STORE_019,SUPPLIER_09,2023-05-27,2023-06-04,439,0,5329.46,0,2533.03,12.14,6.37,12.14
8485,PHA_VAC_397,STORE_009,SUPPLIER_11,2024-05-20,2025-03-31,192,0,72856.32,0,13760.64,468.47,307.79,379.46
8486,REA_WRA_236,STORE_003,SUPPLIER_04,2023-06-02,2023-06-02,21,0,128.73,0,-21.84,13.93,7.17,6.13
8487,SEA_COD_630,STORE_028,SUPPLIER_16,2023-11-05,2023-11-10,288,101,5319.36,1381.68,-2.16,24.96,13.68,18.47
8488,MEA_TUR_281,STORE_026,SUPPLIER_08,2023-02-18,2023-02-22,436,0,6012.44,0,2990.96,13.79,6.93,13.79
8489,DEL_DIP_897,STORE_047,SUPPLIER_08,2024-03-29,2024-04-08,88,18,479.6,59.4,129.8,5.45,3.3,5.45
8490,FRO_FRO_555,STORE_011,SUPPLIER_12,2023-04-05,2023-06-25,174,146,1261.5,480.34,208.7,7.25,3.29,7.25
8491,PRO_GRA_672,STORE_042,SUPPLIER_03,2024-02-12,2024-02-18,112,0,532,0,217.28,4.75,2.81,4.75
8492,BEV_KOM_720,STORE_041,SUPPLIER_05,2023-09-13,2023-10-03,57,63,332.31,253.26,-150.09,5.83,4.02,5.83
8493,MEA_SAU_987,STORE_002,SUPPLIER_16,2023-12-01,2023-12-09,222,56,1431.9,166.88,603.46,6.45,2.98,6.45
8494,REA_SUS_587,STORE_020,SUPPLIER_02,2024-11-13,2024-11-16,129,57,1389.33,293.55,431.43,10.77,5.15,10.77
8495,PRO_BER_317,STORE_012,SUPPLIER_07,2023-10-08,2023-10-13,142,76,914.48,266.76,149.3,7.16,3.51,6.44
8496,SEA_LOB_937,STORE_025,SUPPLIER_19,2024-07-10,2024-07-14,264,114,6011.28,1575.48,787.32,22.77,13.82,22.77
8497,DAI_BUT_877,STORE_001,SUPPLIER_11,2023-09-30,2023-10-17,253,0,1444.63,0,860.2,5.71,2.31,5.71
8498,DEL_HAM_227,STORE_024,SUPPLIER_16,2024-02-24,2024-02-26,255,0,3684.75,0,1904.85,14.45,6.98,14.45
8499,PHA_PRO_784,STORE_031,SUPPLIER_06,2023-03-06,2023-08-04,0,195,0,33980.7,-33980.7,284.61,174.26,284.61
8500,BEV_COL_952,STORE_017,SUPPLIER_05,2024-06-15,2024-06-30,397,0,2775.03,0,1377.59,6.99,3.52,6.99
8501,REA_SOU_770,STORE_019,SUPPLIER_16,2024-08-28,2024-08-28,294,126,535.08,463.68,-1010.52,6.06,3.68,1.82
8502,BAK_BAG_198,STORE_032,SUPPLIER_10,2024-03-08,2024-03-13,327,0,3583.92,0,1585.95,10.96,6.11,10.96
8503,FRO_PIZ_806,STORE_001,SUPPLIER_01,2023-12-11,2024-03-05,495,0,6385.5,0,3341.25,12.9,6.15,12.9
8504,PRO_BAN_854,STORE_047,SUPPLIER_04,2024-07-02,2024-07-10,287,152,289.87,80.56,57.2,1.01,0.53,1.01
8505,BEV_FRE_909,STORE_002,SUPPLIER_08,2024-04-02,2024-04-23,398,0,2829.78,0,604.96,9.23,5.59,7.11
8506,DEL_TUR_119,STORE_041,SUPPLIER_07,2023-02-02,2023-02-12,255,0,1596.3,0,568.65,7.93,4.03,6.26
8507,BAK_DON_779,STORE_010,SUPPLIER_18,2023-06-07,2023-06-14,40,0,143.2,0,77.2,3.58,1.65,3.58
8508,REA_SUS_346,STORE_049,SUPPLIER_18,2024-06-22,2024-06-23,261,0,2377.71,0,-7.83,16.26,9.14,9.11
8509,DEL_TUR_564,STORE_047,SUPPLIER_14,2023-11-01,2023-11-05,482,0,2048.5,0,660.34,4.25,2.88,4.25
8510,FRO_FRO_372,STORE_005,SUPPLIER_17,2023-12-17,2024-09-15,141,0,1849.92,0,743.07,13.12,7.85,13.12
8511,SEA_TIL_130,STORE_035,SUPPLIER_18,2024-01-28,2024-01-30,301,50,6673.17,546.5,2836.74,24.91,10.93,22.17
8512,DAI_SOU_264,STORE_013,SUPPLIER_14,2024-07-28,2024-08-04,46,43,252.08,116.53,10.89,5.48,2.71,5.48
8513,DAI_YOG_293,STORE_004,SUPPLIER_08,2024-07-05,2024-07-15,52,10,82.16,14.3,-6.5,2.08,1.43,1.58
8514,DEL_PRE_895,STORE_039,SUPPLIER_11,2023-04-29,2023-05-08,87,0,1218.87,0,581.16,14.01,7.33,14.01
8515,PRO_BER_115,STORE_007,SUPPLIER_18,2024-11-03,2024-11-13,34,11,121.38,16.17,55.23,3.57,1.47,3.57
8516,MEA_CHI_614,STORE_017,SUPPLIER_14,2023-07-24,2023-08-01,246,0,2445.24,0,1254.6,9.94,4.84,9.94
8517,FRO_FRO_648,STORE_047,SUPPLIER_18,2023-10-11,2024-06-13,0,163,0,1336.6,-1336.6,16.51,8.2,16.51
8518,BEV_COL_282,STORE_015,SUPPLIER_10,2023-01-02,2023-01-18,442,46,3642.08,251.16,977.6,8.24,5.46,8.24
8519,BEV_SMO_566,STORE_007,SUPPLIER_20,2023-01-18,2023-02-13,228,26,1326.96,96.72,382.08,5.82,3.72,5.82
8520,BAK_PAS_241,STORE_031,SUPPLIER_06,2024-03-07,2024-03-11,103,92,830.18,519.8,-271.57,12.4,5.65,8.06
8521,MEA_POR_457,STORE_008,SUPPLIER_18,2024-07-20,2024-07-28,0,17,0,84.49,-84.49,8.63,4.97,8.63
8522,REA_SAN_110,STORE_025,SUPPLIER_08,2023-04-22,2023-04-23,30,0,156.6,0,-124.5,16.3,9.37,5.22
8523,DAI_COT_979,STORE_029,SUPPLIER_08,2023-04-15,2023-05-09,397,0,2374.06,0,909.13,7.67,3.69,5.98
8524,PHA_VAC_412,STORE_003,SUPPLIER_14,2023-01-01,2023-06-21,215,38,73811.65,6989.72,27274.83,343.31,183.94,343.31
8525,MEA_TUR_936,STORE_004,SUPPLIER_07,2024-04-17,2024-04-21,100,100,571,425,-279,10.2,4.25,5.71
8526,PHA_BIO_615,STORE_011,SUPPLIER_09,2023-06-23,2025-05-23,0,402,0,28698.78,-28698.78,137.3,71.39,137.3
8527,REA_SUS_743,STORE_019,SUPPLIER_06,2023-08-01,2023-08-05,271,42,1539.28,159.18,353.01,6.93,3.79,5.68
8528,PHA_VAC_109,STORE_007,SUPPLIER_09,2023-11-13,2025-08-30,485,0,82842.85,0,37078.25,170.81,94.36,170.81
8529,PRO_TOM_272,STORE_005,SUPPLIER_19,2023-04-03,2023-04-12,466,0,1178.98,0,433.38,2.53,1.6,2.53
8530,PHA_VAC_239,STORE_016,SUPPLIER_11,2024-02-11,2025-05-19,0,457,0,41897.76,-41897.76,218.73,91.68,218.73
8531,BAK_PAS_520,STORE_021,SUPPLIER_13,2023-04-11,2023-04-14,178,110,674.62,222.2,92.86,3.79,2.02,3.79
8532,SEA_SHR_465,STORE_035,SUPPLIER_09,2023-12-14,2023-12-17,356,58,6699.92,537.66,2862.14,18.82,9.27,18.82
8533,FRO_FRO_143,STORE_013,SUPPLIER_11,2023-11-03,2024-07-16,0,260,0,1827.8,-1827.8,10.27,7.03,10.27
8534,MEA_SAU_540,STORE_031,SUPPLIER_15,2024-07-20,2024-07-23,253,134,1361.14,620.42,-430.67,6.72,4.63,5.38
8535,FRO_FRO_501,STORE_026,SUPPLIER_12,2024-01-11,2024-07-17,111,0,2090.13,0,1222.11,18.83,7.82,18.83
8536,DEL_PRE_841,STORE_049,SUPPLIER_02,2023-11-07,2023-11-10,92,47,409.4,215.73,-228.61,10.6,4.59,4.45
8537,SEA_SAL_827,STORE_016,SUPPLIER_11,2023-01-24,2023-01-27,58,49,1461.6,1121.61,-987.63,35.5,22.89,25.2
8538,BEV_FRE_619,STORE_038,SUPPLIER_16,2023-08-28,2023-09-22,289,124,2196.4,539.4,399.85,7.6,4.35,7.6
8539,SEA_CRA_204,STORE_003,SUPPLIER_15,2023-03-02,2023-03-07,443,22,10853.5,355.96,3329.8,24.5,16.18,24.5
8540,PHA_ANT_724,STORE_044,SUPPLIER_20,2024-10-05,2026-06-19,356,0,35429.12,0,14994.72,99.52,57.4,99.52
8541,SEA_SAL_899,STORE_004,SUPPLIER_08,2024-04-18,2024-04-22,127,16,5575.3,464.32,1425.44,43.9,29.02,43.9
8542,BEV_MIL_540,STORE_028,SUPPLIER_03,2023-06-02,2023-06-20,343,0,2665.11,0,1502.34,7.77,3.39,7.77
8543,DAI_MIL_644,STORE_001,SUPPLIER_08,2024-02-26,2024-03-01,428,0,2255.56,0,1331.08,5.27,2.16,5.27
8544,REA_SAN_771,STORE_005,SUPPLIER_04,2024-05-25,2024-05-29,21,0,224.49,0,30.45,14.07,9.24,10.69
8545,BEV_COL_562,STORE_043,SUPPLIER_15,2023-01-21,2023-02-02,148,64,319.68,76.16,67.4,2.16,1.19,2.16
8546,PRO_APP_407,STORE_025,SUPPLIER_05,2024-11-19,2024-12-03,8,24,15.6,32.4,-27.6,1.95,1.35,1.95
8547,BEV_KOM_568,STORE_037,SUPPLIER_18,2024-03-21,2024-04-02,492,0,4280.4,0,1623.6,8.7,5.4,8.7
8548,PHA_BIO_321,STORE_015,SUPPLIER_01,2024-12-04,2025-09-13,140,0,7190.4,0,3220,51.36,28.36,51.36
8549,REA_WRA_162,STORE_024,SUPPLIER_16,2024-03-28,2024-03-29,49,0,453.25,0,257.74,9.25,3.99,9.25
8550,BAK_CAK_977,STORE_019,SUPPLIER_06,2024-12-09,2024-12-11,347,96,3116.06,462.72,980.8,8.98,4.82,8.98
8551,FRO_FRO_306,STORE_050,SUPPLIER_02,2024-12-12,2025-04-02,0,11,0,33.99,-33.99,6,3.09,6
8552,SEA_COD_726,STORE_027,SUPPLIER_03,2023-04-04,2023-04-11,228,99,4724.16,843.48,1938.12,20.72,8.52,20.72
8553,PHA_BIO_475,STORE_001,SUPPLIER_08,2024-02-15,2025-11-01,296,0,89122.64,0,48076.32,301.09,138.67,301.09
8554,MEA_BEE_160,STORE_041,SUPPLIER_11,2023-09-06,2023-09-11,42,24,386.4,126.24,39.24,9.2,5.26,9.2
8555,BEV_KOM_838,STORE_028,SUPPLIER_12,2023-05-13,2023-05-24,37,16,362.23,86.24,76.56,9.79,5.39,9.79
8556,DEL_DIP_857,STORE_013,SUPPLIER_13,2024-05-03,2024-05-15,265,12,4152.55,100.2,1839.6,15.67,8.35,15.67
8557,REA_SUS_353,STORE_035,SUPPLIER_02,2024-03-29,2024-04-03,471,0,4742.97,0,2505.72,10.07,4.75,10.07
8558,FRO_FRO_236,STORE_032,SUPPLIER_06,2023-09-25,2024-08-08,0,44,0,261.8,-261.8,13.81,5.95,13.81
8559,MEA_GRO_435,STORE_004,SUPPLIER_18,2024-06-11,2024-06-15,120,230,936,1154.6,-821,10.83,5.02,7.8
8560,SEA_SAL_982,STORE_045,SUPPLIER_18,2023-05-01,2023-05-04,258,27,3498.48,666.9,-3541.02,39.88,24.7,13.56
8561,PHA_BIO_902,STORE_017,SUPPLIER_12,2023-06-22,2025-02-18,32,0,5301.44,0,1863.68,165.67,107.43,165.67
8562,DEL_SAL_354,STORE_010,SUPPLIER_11,2023-08-03,2023-08-08,409,16,5010.25,99.52,2366.75,12.25,6.22,12.25
8563,BAK_PAS_244,STORE_046,SUPPLIER_07,2024-12-13,2024-12-16,28,12,325.36,63.48,113.76,11.62,5.29,11.62
8564,BEV_MIL_766,STORE_022,SUPPLIER_01,2024-10-18,2024-10-28,273,91,2377.83,455.91,554.19,8.71,5.01,8.71
8565,REA_FRE_376,STORE_026,SUPPLIER_15,2023-02-23,2023-02-28,83,36,588.47,173.52,14.89,7.09,4.82,7.09
8566,FRO_FRO_350,STORE_030,SUPPLIER_07,2024-01-17,2024-05-05,198,226,2417.58,1154.86,250.94,12.21,5.11,12.21
8567,PRO_BAN_743,STORE_031,SUPPLIER_19,2023-08-06,2023-08-17,326,141,978,212.91,272.83,3,1.51,3
8568,DAI_CRE_408,STORE_018,SUPPLIER_12,2024-03-04,2024-03-11,260,0,1349.4,0,730.6,5.19,2.38,5.19
8569,PHA_INS_223,STORE_046,SUPPLIER_11,2024-06-16,2025-10-31,14,0,818.44,0,291.9,58.46,37.61,58.46
8570,DAI_BUT_293,STORE_027,SUPPLIER_04,2023-10-31,2023-11-04,236,74,885,165.02,193.7,3.75,2.23,3.75
8571,REA_SAL_486,STORE_008,SUPPLIER_18,2023-06-02,2023-06-03,313,0,1784.1,0,-607.22,14.99,7.64,5.7
8572,BEV_COL_516,STORE_030,SUPPLIER_17,2023-10-22,2023-11-01,141,100,1088.52,382,167.9,7.72,3.82,7.72
8573,REA_FRE_130,STORE_024,SUPPLIER_12,2024-10-18,2024-10-20,7,7,25.13,30.87,-36.61,7.04,4.41,3.59
8574,PRO_GRA_313,STORE_007,SUPPLIER_06,2024-12-09,2024-12-22,432,0,1118.88,0,479.52,2.59,1.48,2.59
8575,DAI_SOU_205,STORE_018,SUPPLIER_20,2023-04-30,2023-05-25,191,0,641.76,0,282.68,4.36,1.88,3.36
8576,PHA_VAC_242,STORE_049,SUPPLIER_12,2023-03-27,2023-10-03,143,143,7418.84,3064.49,1289.86,51.88,21.43,51.88
8577,DAI_COT_718,STORE_004,SUPPLIER_13,2024-07-09,2024-07-27,335,78,2033.45,242.58,749.02,6.07,3.11,6.07
8578,PRO_BAN_505,STORE_002,SUPPLIER_18,2023-04-07,2023-04-18,189,0,1147.23,0,584.01,6.07,2.98,6.07
8579,SEA_LOB_931,STORE_026,SUPPLIER_18,2024-07-18,2024-07-23,257,0,6075.48,0,1135.94,29.93,19.22,23.64
8580,BAK_CAK_603,STORE_039,SUPPLIER_11,2023-01-17,2023-01-21,250,237,742.5,492.96,-270.46,4.25,2.08,2.97
8581,REA_SUS_776,STORE_026,SUPPLIER_08,2024-09-12,2024-09-16,22,12,182.82,76.44,-33.76,12.4,6.37,8.31
8582,BEV_COL_682,STORE_021,SUPPLIER_18,2023-10-23,2023-10-29,17,30,97.24,107.1,-70.55,5.72,3.57,5.72
8583,DEL_TUR_735,STORE_016,SUPPLIER_11,2023-12-23,2023-12-25,463,29,1736.25,139.78,-635.19,8.16,4.82,3.75
8584,FRO_FRO_638,STORE_002,SUPPLIER_09,2024-10-07,2025-04-27,0,408,0,1868.64,-1868.64,8.87,4.58,8.87
8585,DEL_DIP_692,STORE_036,SUPPLIER_13,2024-06-09,2024-06-22,163,0,1207.83,0,674.82,7.41,3.27,7.41
8586,PRO_TOM_426,STORE_023,SUPPLIER_03,2023-01-09,2023-01-24,120,127,850.8,394.97,82.63,7.09,3.11,7.09
8587,BAK_CRO_766,STORE_010,SUPPLIER_14,2024-12-29,2024-12-30,138,60,1613.22,412.2,252.96,11.69,6.87,11.69
