full_date,date_key,day_of_week,is_weekend,month,day,year,quarter,week_of_year
2023-01-17,20230117,1,0,1,17,2023,1,3
2024-11-18,20241118,0,0,11,18,2024,4,47
2023-06-13,20230613,1,0,6,13,2023,2,24
2023-02-27,20230227,0,0,2,27,2023,1,9
2023-01-29,20230129,6,1,1,29,2023,1,5
2024-02-17,20240217,5,1,2,17,2024,1,7
2024-02-15,20240215,3,0,2,15,2024,1,7
2024-08-04,20240804,6,1,8,4,2024,3,32
2023-01-12,20230112,3,0,1,12,2023,1,2
2023-07-09,20230709,6,1,7,9,2023,3,28
2024-06-26,20240626,2,0,6,26,2024,2,26
2024-07-22,20240722,0,0,7,22,2024,3,30
2024-11-17,20241117,6,1,11,17,2024,4,47
2024-01-02,20240102,1,0,1,2,2024,1,1
2023-10-27,20231027,4,0,10,27,2023,4,43
2023-08-07,20230807,0,0,8,7,2023,3,32
2023-02-16,20230216,3,0,2,16,2023,1,7
2024-03-16,20240316,5,1,3,16,2024,1,11
2024-10-23,20241023,2,0,10,23,2024,4,43
2023-08-21,20230821,0,0,8,21,2023,3,34
2023-01-26,20230126,3,0,1,26,2023,1,4
2023-04-04,20230404,1,0,4,4,2023,2,14
2023-10-24,20231024,1,0,10,24,2023,4,43
2024-05-05,20240505,6,1,5,5,2024,2,19
2023-04-29,20230429,5,1,4,29,2023,2,17
2024-01-18,20240118,3,0,1,18,2024,1,3
2024-06-04,20240604,1,0,6,4,2024,2,23
2023-04-12,20230412,2,0,4,12,2023,2,15
2023-01-20,20230120,4,0,1,20,2023,1,3
2023-06-23,20230623,4,0,6,23,2023,2,25
2023-09-05,20230905,1,0,9,5,2023,3,36
2023-09-02,20230902,5,1,9,2,2023,3,35
2024-09-07,20240907,5,1,9,7,2024,3,36
2024-02-14,20240214,2,0,2,14,2024,1,7
2024-05-22,20240522,2,0,5,22,2024,2,21
2024-09-17,20240917,1,0,9,17,2024,3,38
2024-08-21,20240821,2,0,8,21,2024,3,34
2023-06-08,20230608,3,0,6,8,2023,2,23
2024-12-29,20241229,6,1,12,29,2024,4,53
2023-02-23,20230223,3,0,2,23,2023,1,8
2023-10-14,20231014,5,1,10,14,2023,4,41
2024-07-31,20240731,2,0,7,31,2024,3,31
2023-04-21,20230421,4,0,4,21,2023,2,16
2024-08-28,20240828,2,0,8,28,2024,3,35
2023-11-28,20231128,1,0,11,28,2023,4,48
2023-11-14,20231114,1,0,11,14,2023,4,46
2023-02-09,20230209,3,0,2,9,2023,1,6
2024-10-27,20241027,6,1,10,27,2024,4,44
2024-03-02,20240302,5,1,3,2,2024,1,9
2023-01-16,20230116,0,0,1,16,2023,1,3
2024-03-30,20240330,5,1,3,30,2024,1,13
2023-12-30,20231230,5,1,12,30,2023,4,52
2024-11-29,20241129,4,0,11,29,2024,4,48
2024-11-16,20241116,5,1,11,16,2024,4,46
2024-06-10,20240610,0,0,6,10,2024,2,24
2023-04-26,20230426,2,0,4,26,2023,2,17
2023-06-02,20230602,4,0,6,2,2023,2,22
2023-07-31,20230731,0,0,7,31,2023,3,31
2023-11-02,20231102,3,0,11,2,2023,4,44
2023-02-04,20230204,5,1,2,4,2023,1,5
2023-03-25,20230325,5,1,3,25,2023,1,12
2023-01-25,20230125,2,0,1,25,2023,1,4
2024-08-05,20240805,0,0,8,5,2024,3,32
2023-03-01,20230301,2,0,3,1,2023,1,9
2024-03-18,20240318,0,0,3,18,2024,1,12
2024-03-08,20240308,4,0,3,8,2024,1,10
2024-12-02,20241202,0,0,12,2,2024,4,49
2023-09-22,20230922,4,0,9,22,2023,3,38
2023-02-08,20230208,2,0,2,8,2023,1,6
2024-08-19,20240819,0,0,8,19,2024,3,34
2023-08-28,20230828,0,0,8,28,2023,3,35
2023-12-19,20231219,1,0,12,19,2023,4,51
2024-06-04,20240604,1,0,6,4,2024,2,23
2023-01-11,20230111,2,0,1,11,2023,1,2
2024-04-18,20240418,3,0,4,18,2024,2,16
2023-02-02,20230202,3,0,2,2,2023,1,5
2024-08-06,20240806,1,0,8,6,2024,3,32
2023-02-10,20230210,4,0,2,10,2023,1,6
2023-06-24,20230624,5,1,6,24,2023,2,25
2023-12-19,20231219,1,0,12,19,2023,4,51
2023-08-03,20230803,3,0,8,3,2023,3,31
2023-08-22,20230822,1,0,8,22,2023,3,34
2023-08-18,20230818,4,0,8,18,2023,3,33
2024-11-03,20241103,6,1,11,3,2024,4,45
2023-08-15,20230815,1,0,8,15,2023,3,33
2024-04-20,20240420,5,1,4,20,2024,2,16
2024-09-25,20240925,2,0,9,25,2024,3,39
2024-12-20,20241220,4,0,12,20,2024,4,51
2024-09-22,20240922,6,1,9,22,2024,3,39
2024-10-13,20241013,6,1,10,13,2024,4,42
2023-07-04,20230704,1,0,7,4,2023,3,27
2023-05-03,20230503,2,0,5,3,2023,2,18
2024-08-08,20240808,3,0,8,8,2024,3,32
2023-08-16,20230816,2,0,8,16,2023,3,33
2024-03-23,20240323,5,1,3,23,2024,1,12
2024-11-15,20241115,4,0,11,15,2024,4,46
2023-07-21,20230721,4,0,7,21,2023,3,29
2023-01-31,20230131,1,0,1,31,2023,1,5
2024-10-20,20241020,6,1,10,20,2024,4,43
2023-11-10,20231110,4,0,11,10,2023,4,45
2024-10-24,20241024,3,0,10,24,2024,4,43
2023-02-17,20230217,4,0,2,17,2023,1,7
2024-04-28,20240428,6,1,4,28,2024,2,18
2024-04-12,20240412,4,0,4,12,2024,2,15
2024-04-03,20240403,2,0,4,3,2024,2,14
2023-03-01,20230301,2,0,3,1,2023,1,9
2024-07-03,20240703,2,0,7,3,2024,3,27
2024-05-19,20240519,6,1,5,19,2024,2,21
2024-02-09,20240209,4,0,2,9,2024,1,6
2024-07-15,20240715,0,0,7,15,2024,3,29
2023-06-20,20230620,1,0,6,20,2023,2,25
2023-10-29,20231029,6,1,10,29,2023,4,44
2024-12-21,20241221,5,1,12,21,2024,4,51
2023-03-07,20230307,1,0,3,7,2023,1,10
2023-08-22,20230822,1,0,8,22,2023,3,34
2023-02-13,20230213,0,0,2,13,2023,1,7
2024-12-13,20241213,4,0,12,13,2024,4,50
2024-09-04,20240904,2,0,9,4,2024,3,36
2023-11-12,20231112,6,1,11,12,2023,4,46
2023-02-20,20230220,0,0,2,20,2023,1,8
2023-02-15,20230215,2,0,2,15,2023,1,7
2024-11-24,20241124,6,1,11,24,2024,4,48
2024-07-25,20240725,3,0,7,25,2024,3,30
2024-02-09,20240209,4,0,2,9,2024,1,6
2023-08-18,20230818,4,0,8,18,2023,3,33
2024-01-11,20240111,3,0,1,11,2024,1,2
2023-10-25,20231025,2,0,10,25,2023,4,43
2024-07-01,20240701,0,0,7,1,2024,3,27
2024-03-25,20240325,0,0,3,25,2024,1,13
2023-05-07,20230507,6,1,5,7,2023,2,19
2024-09-25,20240925,2,0,9,25,2024,3,39
2023-09-11,20230911,0,0,9,11,2023,3,37
2024-09-14,20240914,5,1,9,14,2024,3,37
2023-03-02,20230302,3,0,3,2,2023,1,9
2023-04-12,20230412,2,0,4,12,2023,2,15
2023-03-04,20230304,5,1,3,4,2023,1,9
2024-08-19,20240819,0,0,8,19,2024,3,34
2024-07-18,20240718,3,0,7,18,2024,3,29
2023-03-24,20230324,4,0,3,24,2023,1,12
2023-06-29,20230629,3,0,6,29,2023,2,26
2023-06-03,20230603,5,1,6,3,2023,2,22
2024-11-24,20241124,6,1,11,24,2024,4,48
2024-02-28,20240228,2,0,2,28,2024,1,9
2024-01-21,20240121,6,1,1,21,2024,1,4
2024-06-13,20240613,3,0,6,13,2024,2,24
2024-10-11,20241011,4,0,10,11,2024,4,41
2024-09-08,20240908,6,1,9,8,2024,3,37
2023-05-30,20230530,1,0,5,30,2023,2,22
2024-03-12,20240312,1,0,3,12,2024,1,11
2024-04-03,20240403,2,0,4,3,2024,2,14
2024-03-19,20240319,1,0,3,19,2024,1,12
2024-05-11,20240511,5,1,5,11,2024,2,19
2023-02-12,20230212,6,1,2,12,2023,1,7
2023-11-30,20231130,3,0,11,30,2023,4,48
2024-10-19,20241019,5,1,10,19,2024,4,42
2024-03-04,20240304,0,0,3,4,2024,1,10
2023-04-12,20230412,2,0,4,12,2023,2,15
2024-01-27,20240127,5,1,1,27,2024,1,4
2023-07-03,20230703,0,0,7,3,2023,3,27
2024-10-18,20241018,4,0,10,18,2024,4,42
2024-06-17,20240617,0,0,6,17,2024,2,25
2023-03-20,20230320,0,0,3,20,2023,1,12
2024-03-13,20240313,2,0,3,13,2024,1,11
2024-03-05,20240305,1,0,3,5,2024,1,10
2023-01-01,20230101,6,1,1,1,2023,1,1
2023-10-07,20231007,5,1,10,7,2023,4,40
2023-04-04,20230404,1,0,4,4,2023,2,14
2024-04-25,20240425,3,0,4,25,2024,2,17
2023-04-04,20230404,1,0,4,4,2023,2,14
2024-04-24,20240424,2,0,4,24,2024,2,17
2023-04-18,20230418,1,0,4,18,2023,2,16
2024-02-09,20240209,4,0,2,9,2024,1,6
2023-10-09,20231009,0,0,10,9,2023,4,41
2023-03-31,20230331,4,0,3,31,2023,1,13
2023-11-27,20231127,0,0,11,27,2023,4,48
2024-10-05,20241005,5,1,10,5,2024,4,40
2024-04-25,20240425,3,0,4,25,2024,2,17
2024-12-24,20241224,1,0,12,24,2024,4,52
2024-11-22,20241122,4,0,11,22,2024,4,47
2023-05-09,20230509,1,0,5,9,2023,2,19
2024-03-04,20240304,0,0,3,4,2024,1,10
2023-08-09,20230809,2,0,8,9,2023,3,32
2023-02-23,20230223,3,0,2,23,2023,1,8
2024-10-16,20241016,2,0,10,16,2024,4,42
2024-06-08,20240608,5,1,6,8,2024,2,23
2023-09-12,20230912,1,0,9,12,2023,3,37
2023-08-09,20230809,2,0,8,9,2023,3,32
2024-01-09,20240109,1,0,1,9,2024,1,2
2024-07-18,20240718,3,0,7,18,2024,3,29
2024-08-27,20240827,1,0,8,27,2024,3,35
2024-05-06,20240506,0,0,5,6,2024,2,19
2024-08-30,20240830,4,0,8,30,2024,3,35
2023-07-15,20230715,5,1,7,15,2023,3,28
2024-08-19,20240819,0,0,8,19,2024,3,34
2024-11-18,20241118,0,0,11,18,2024,4,47
2023-04-28,20230428,4,0,4,28,2023,2,17
2023-03-30,20230330,3,0,3,30,2023,1,13
2023-07-14,20230714,4,0,7,14,2023,3,28
2024-02-03,20240203,5,1,2,3,2024,1,5
2024-08-15,20240815,3,0,8,15,2024,3,33
2023-10-29,20231029,6,1,10,29,2023,4,44
2023-11-23,20231123,3,0,11,23,2023,4,47
2024-10-30,20241030,2,0,10,30,2024,4,44
2024-04-28,20240428,6,1,4,28,2024,2,18
2024-08-18,20240818,6,1,8,18,2024,3,34
2023-03-23,20230323,3,0,3,23,2023,1,12
2024-08-28,20240828,2,0,8,28,2024,3,35
2023-03-27,20230327,0,0,3,27,2023,1,13
2023-02-14,20230214,1,0,2,14,2023,1,7
2023-07-25,20230725,1,0,7,25,2023,3,30
2024-09-30,20240930,0,0,9,30,2024,3,40
2023-11-19,20231119,6,1,11,19,2023,4,47
2024-11-04,20241104,0,0,11,4,2024,4,45
2024-02-06,20240206,1,0,2,6,2024,1,6
2023-06-07,20230607,2,0,6,7,2023,2,23
2024-05-26,20240526,6,1,5,26,2024,2,22
2023-08-14,20230814,0,0,8,14,2023,3,33
2023-01-08,20230108,6,1,1,8,2023,1,2
2023-06-22,20230622,3,0,6,22,2023,2,25
2023-02-03,20230203,4,0,2,3,2023,1,5
2024-08-17,20240817,5,1,8,17,2024,3,33
2023-04-08,20230408,5,1,4,8,2023,2,14
2024-10-06,20241006,6,1,10,6,2024,4,41
2024-05-03,20240503,4,0,5,3,2024,2,18
2023-05-14,20230514,6,1,5,14,2023,2,20
2024-11-16,20241116,5,1,11,16,2024,4,46
2024-05-20,20240520,0,0,5,20,2024,2,21
2024-05-25,20240525,5,1,5,25,2024,2,21
2024-01-15,20240115,0,0,1,15,2024,1,3
2024-09-12,20240912,3,0,9,12,2024,3,37
2024-07-28,20240728,6,1,7,28,2024,3,31
2023-06-27,20230627,1,0,6,27,2023,2,26
2024-03-14,20240314,3,0,3,14,2024,1,11
2024-11-24,20241124,6,1,11,24,2024,4,48
2023-08-20,20230820,6,1,8,20,2023,3,34
2023-05-28,20230528,6,1,5,28,2023,2,22
2023-12-20,20231220,2,0,12,20,2023,4,51
2023-03-17,20230317,4,0,3,17,2023,1,11
2024-11-05,20241105,1,0,11,5,2024,4,45
2023-08-12,20230812,5,1,8,12,2023,3,32
2023-01-25,20230125,2,0,1,25,2023,1,4
2023-08-25,20230825,4,0,8,25,2023,3,34
2024-07-28,20240728,6,1,7,28,2024,3,31
2024-07-25,20240725,3,0,7,25,2024,3,30
2023-10-18,20231018,2,0,10,18,2023,4,42
2023-04-24,20230424,0,0,4,24,2023,2,17
2024-01-10,20240110,2,0,1,10,2024,1,2
2024-03-07,20240307,3,0,3,7,2024,1,10
2024-10-08,20241008,1,0,10,8,2024,4,41
2024-10-07,20241007,0,0,10,7,2024,4,41
2024-05-11,20240511,5,1,5,11,2024,2,19
2024-04-14,20240414,6,1,4,14,2024,2,16
2024-11-07,20241107,3,0,11,7,2024,4,45
2024-05-11,20240511,5,1,5,11,2024,2,19
2023-07-01,20230701,5,1,7,1,2023,3,26
2023-05-14,20230514,6,1,5,14,2023,2,20
2023-07-30,20230730,6,1,7,30,2023,3,31
2024-08-20,20240820,1,0,8,20,2024,3,34
2023-04-21,20230421,4,0,4,21,2023,2,16
2024-09-18,20240918,2,0,9,18,2024,3,38
2023-12-20,20231220,2,0,12,20,2023,4,51
2023-07-08,20230708,5,1,7,8,2023,3,27
2024-11-18,20241118,0,0,11,18,2024,4,47
2024-07-02,20240702,1,0,7,2,2024,3,27
2024-10-19,20241019,5,1,10,19,2024,4,42
2023-04-22,20230422,5,1,4,22,2023,2,16
2023-09-28,20230928,3,0,9,28,2023,3,39
2023-06-13,20230613,1,0,6,13,2023,2,24
2023-11-20,20231120,0,0,11,20,2023,4,47
2024-04-15,20240415,0,0,4,15,2024,2,16
2024-11-26,20241126,1,0,11,26,2024,4,48
2024-12-30,20241230,0,0,12,30,2024,4,53
2023-03-24,20230324,4,0,3,24,2023,1,12
2024-04-08,20240408,0,0,4,8,2024,2,15
2024-09-02,20240902,0,0,9,2,2024,3,36
2023-04-03,20230403,0,0,4,3,2023,2,14
2024-09-07,20240907,5,1,9,7,2024,3,36
2024-05-26,20240526,6,1,5,26,2024,2,22
2023-09-23,20230923,5,1,9,23,2023,3,38
2023-04-12,20230412,2,0,4,12,2023,2,15
2024-01-20,20240120,5,1,1,20,2024,1,3
2024-11-28,20241128,3,0,11,28,2024,4,48
2023-01-18,20230118,2,0,1,18,2023,1,3
2023-07-21,20230721,4,0,7,21,2023,3,29
2024-10-28,20241028,0,0,10,28,2024,4,44
2024-01-19,20240119,4,0,1,19,2024,1,3
2024-03-18,20240318,0,0,3,18,2024,1,12
2024-06-16,20240616,6,1,6,16,2024,2,25
2023-08-26,20230826,5,1,8,26,2023,3,34
2024-06-23,20240623,6,1,6,23,2024,2,26
2024-09-11,20240911,2,0,9,11,2024,3,37
2023-08-25,20230825,4,0,8,25,2023,3,34
2023-06-27,20230627,1,0,6,27,2023,2,26
2024-10-04,20241004,4,0,10,4,2024,4,40
2024-11-15,20241115,4,0,11,15,2024,4,46
2023-12-04,20231204,0,0,12,4,2023,4,49
2023-11-01,20231101,2,0,11,1,2023,4,44
2023-11-27,20231127,0,0,11,27,2023,4,48
2023-08-30,20230830,2,0,8,30,2023,3,35
2024-08-04,20240804,6,1,8,4,2024,3,32
2024-08-15,20240815,3,0,8,15,2024,3,33
2024-05-23,20240523,3,0,5,23,2024,2,21
2024-06-09,20240609,6,1,6,9,2024,2,24
2024-01-20,20240120,5,1,1,20,2024,1,3
2023-05-05,20230505,4,0,5,5,2023,2,18
2024-07-06,20240706,5,1,7,6,2024,3,27
2023-02-08,20230208,2,0,2,8,2023,1,6
2023-10-25,20231025,2,0,10,25,2023,4,43
2024-06-07,20240607,4,0,6,7,2024,2,23
2023-10-29,20231029,6,1,10,29,2023,4,44
2024-05-10,20240510,4,0,5,10,2024,2,19
2023-08-23,20230823,2,0,8,23,2023,3,34
2023-05-28,20230528,6,1,5,28,2023,2,22
2024-05-09,20240509,3,0,5,9,2024,2,19
2024-05-18,20240518,5,1,5,18,2024,2,20
2024-02-16,20240216,4,0,2,16,2024,1,7
2023-10-17,20231017,1,0,10,17,2023,4,42
2023-04-21,20230421,4,0,4,21,2023,2,16
2024-07-11,20240711,3,0,7,11,2024,3,28
2023-07-02,20230702,6,1,7,2,2023,3,27
2023-08-24,20230824,3,0,8,24,2023,3,34
2023-10-12,20231012,3,0,10,12,2023,4,41
2024-04-20,20240420,5,1,4,20,2024,2,16
2024-04-13,20240413,5,1,4,13,2024,2,15
2024-07-15,20240715,0,0,7,15,2024,3,29
2023-07-04,20230704,1,0,7,4,2023,3,27
2024-05-08,20240508,2,0,5,8,2024,2,19
2023-01-19,20230119,3,0,1,19,2023,1,3
2024-03-29,20240329,4,0,3,29,2024,1,13
2023-05-15,20230515,0,0,5,15,2023,2,20
2024-10-06,20241006,6,1,10,6,2024,4,41
2024-11-04,20241104,0,0,11,4,2024,4,45
2024-06-20,20240620,3,0,6,20,2024,2,25
2024-10-15,20241015,1,0,10,15,2024,4,42
2024-06-28,20240628,4,0,6,28,2024,2,26
2024-01-13,20240113,5,1,1,13,2024,1,2
2023-07-08,20230708,5,1,7,8,2023,3,27
2024-11-23,20241123,5,1,11,23,2024,4,47
2023-11-07,20231107,1,0,11,7,2023,4,45
2024-07-01,20240701,0,0,7,1,2024,3,27
2023-10-14,20231014,5,1,10,14,2023,4,41
2024-02-13,20240213,1,0,2,13,2024,1,7
2024-10-16,20241016,2,0,10,16,2024,4,42
2023-05-18,20230518,3,0,5,18,2023,2,20
2023-08-14,20230814,0,0,8,14,2023,3,33
2024-05-02,20240502,3,0,5,2,2024,2,18
2023-02-01,20230201,2,0,2,1,2023,1,5
2023-04-19,20230419,2,0,4,19,2023,2,16
2023-10-12,20231012,3,0,10,12,2023,4,41
2023-12-02,20231202,5,1,12,2,2023,4,48
2023-12-10,20231210,6,1,12,10,2023,4,50
2024-09-16,20240916,0,0,9,16,2024,3,38
2024-09-15,20240915,6,1,9,15,2024,3,38
2023-07-22,20230722,5,1,7,22,2023,3,29
2024-01-04,20240104,3,0,1,4,2024,1,1
2024-08-24,20240824,5,1,8,24,2024,3,34
2024-11-14,20241114,3,0,11,14,2024,4,46
2024-08-24,20240824,5,1,8,24,2024,3,34
2023-07-13,20230713,3,0,7,13,2023,3,28
2023-01-07,20230107,5,1,1,7,2023,1,1
2023-03-03,20230303,4,0,3,3,2023,1,9
2024-12-04,20241204,2,0,12,4,2024,4,49
2024-02-13,20240213,1,0,2,13,2024,1,7
2023-10-22,20231022,6,1,10,22,2023,4,43
2024-02-15,20240215,3,0,2,15,2024,1,7
2024-05-01,20240501,2,0,5,1,2024,2,18
2024-03-04,20240304,0,0,3,4,2024,1,10
2024-06-07,20240607,4,0,6,7,2024,2,23
2024-10-30,20241030,2,0,10,30,2024,4,44
2023-01-21,20230121,5,1,1,21,2023,1,3
2024-04-30,20240430,1,0,4,30,2024,2,18
2024-12-01,20241201,6,1,12,1,2024,4,49
2023-03-15,20230315,2,0,3,15,2023,1,11
2024-01-01,20240101,0,0,1,1,2024,1,1
2024-03-02,20240302,5,1,3,2,2024,1,9
2024-06-14,20240614,4,0,6,14,2024,2,24
2023-05-02,20230502,1,0,5,2,2023,2,18
2024-06-23,20240623,6,1,6,23,2024,2,26
2023-06-19,20230619,0,0,6,19,2023,2,25
2024-02-26,20240226,0,0,2,26,2024,1,9
2023-06-27,20230627,1,0,6,27,2023,2,26
2024-01-11,20240111,3,0,1,11,2024,1,2
2023-08-27,20230827,6,1,8,27,2023,3,35
2024-10-05,20241005,5,1,10,5,2024,4,40
2024-10-14,20241014,0,0,10,14,2024,4,42
2023-04-21,20230421,4,0,4,21,2023,2,16
2024-11-24,20241124,6,1,11,24,2024,4,48
2024-10-26,20241026,5,1,10,26,2024,4,43
2024-08-31,20240831,5,1,8,31,2024,3,35
2023-10-15,20231015,6,1,10,15,2023,4,42
2024-04-27,20240427,5,1,4,27,2024,2,17
2024-01-29,20240129,0,0,1,29,2024,1,5
2024-04-23,20240423,1,0,4,23,2024,2,17
2024-09-27,20240927,4,0,9,27,2024,3,39
2023-08-29,20230829,1,0,8,29,2023,3,35
2024-11-07,20241107,3,0,11,7,2024,4,45
2024-06-15,20240615,5,1,6,15,2024,2,24
2024-04-18,20240418,3,0,4,18,2024,2,16
2024-05-08,20240508,2,0,5,8,2024,2,19
2023-11-14,20231114,1,0,11,14,2023,4,46
2024-12-09,20241209,0,0,12,9,2024,4,50
2023-10-01,20231001,6,1,10,1,2023,4,40
2023-01-03,20230103,1,0,1,3,2023,1,1
2024-07-25,20240725,3,0,7,25,2024,3,30
2024-10-04,20241004,4,0,10,4,2024,4,40
2023-06-04,20230604,6,1,6,4,2023,2,23
2024-03-25,20240325,0,0,3,25,2024,1,13
2024-05-25,20240525,5,1,5,25,2024,2,21
2023-02-16,20230216,3,0,2,16,2023,1,7
2023-11-20,20231120,0,0,11,20,2023,4,47
2023-07-10,20230710,0,0,7,10,2023,3,28
2024-06-16,20240616,6,1,6,16,2024,2,25
2023-06-01,20230601,3,0,6,1,2023,2,22
2023-07-21,20230721,4,0,7,21,2023,3,29
2024-02-01,20240201,3,0,2,1,2024,1,5
2024-12-18,20241218,2,0,12,18,2024,4,51
2023-10-06,20231006,4,0,10,6,2023,4,40
2024-08-12,20240812,0,0,8,12,2024,3,33
2024-06-13,20240613,3,0,6,13,2024,2,24
2023-06-10,20230610,5,1,6,10,2023,2,23
2024-12-07,20241207,5,1,12,7,2024,4,49
2023-12-29,20231229,4,0,12,29,2023,4,52
2023-06-11,20230611,6,1,6,11,2023,2,24
2023-11-02,20231102,3,0,11,2,2023,4,44
2023-10-18,20231018,2,0,10,18,2023,4,42
2024-02-15,20240215,3,0,2,15,2024,1,7
2023-11-07,20231107,1,0,11,7,2023,4,45
2024-03-27,20240327,2,0,3,27,2024,1,13
2023-03-26,20230326,6,1,3,26,2023,1,13
2023-08-17,20230817,3,0,8,17,2023,3,33
2023-03-02,20230302,3,0,3,2,2023,1,9
2023-03-11,20230311,5,1,3,11,2023,1,10
2024-12-10,20241210,1,0,12,10,2024,4,50
2024-02-25,20240225,6,1,2,25,2024,1,9
2024-09-24,20240924,1,0,9,24,2024,3,39
2024-09-06,20240906,4,0,9,6,2024,3,36
2024-09-16,20240916,0,0,9,16,2024,3,38
2024-04-30,20240430,1,0,4,30,2024,2,18
2024-07-03,20240703,2,0,7,3,2024,3,27
2023-08-12,20230812,5,1,8,12,2023,3,32
2023-07-21,20230721,4,0,7,21,2023,3,29
2023-09-08,20230908,4,0,9,8,2023,3,36
2023-08-25,20230825,4,0,8,25,2023,3,34
2023-01-14,20230114,5,1,1,14,2023,1,2
2024-09-29,20240929,6,1,9,29,2024,3,40
2023-01-24,20230124,1,0,1,24,2023,1,4
2023-12-18,20231218,0,0,12,18,2023,4,51
2023-04-10,20230410,0,0,4,10,2023,2,15
2023-01-13,20230113,4,0,1,13,2023,1,2
2024-07-25,20240725,3,0,7,25,2024,3,30
2023-12-20,20231220,2,0,12,20,2023,4,51
2023-12-24,20231224,6,1,12,24,2023,4,52
2024-09-17,20240917,1,0,9,17,2024,3,38
2023-06-12,20230612,0,0,6,12,2023,2,24
2024-03-15,20240315,4,0,3,15,2024,1,11
2024-02-07,20240207,2,0,2,7,2024,1,6
2024-09-25,20240925,2,0,9,25,2024,3,39
2023-03-29,20230329,2,0,3,29,2023,1,13
2023-01-01,20230101,6,1,1,1,2023,1,1
2023-07-07,20230707,4,0,7,7,2023,3,27
2023-03-23,20230323,3,0,3,23,2023,1,12
2024-01-28,20240128,6,1,1,28,2024,1,5
2024-12-11,20241211,2,0,12,11,2024,4,50
2023-01-24,20230124,1,0,1,24,2023,1,4
2023-10-12,20231012,3,0,10,12,2023,4,41
2023-12-22,20231222,4,0,12,22,2023,4,51
2023-03-21,20230321,1,0,3,21,2023,1,12
2023-10-09,20231009,0,0,10,9,2023,4,41
2023-05-23,20230523,1,0,5,23,2023,2,21
2023-08-28,20230828,0,0,8,28,2023,3,35
2023-12-07,20231207,3,0,12,7,2023,4,49
2024-04-09,20240409,1,0,4,9,2024,2,15
2023-05-10,20230510,2,0,5,10,2023,2,19
2024-12-25,20241225,2,0,12,25,2024,4,52
2024-01-02,20240102,1,0,1,2,2024,1,1
2024-01-29,20240129,0,0,1,29,2024,1,5
2024-08-23,20240823,4,0,8,23,2024,3,34
2023-07-13,20230713,3,0,7,13,2023,3,28
2024-03-12,20240312,1,0,3,12,2024,1,11
2024-08-10,20240810,5,1,8,10,2024,3,32
2024-10-09,20241009,2,0,10,9,2024,4,41
2024-07-25,20240725,3,0,7,25,2024,3,30
2024-04-17,20240417,2,0,4,17,2024,2,16
2023-05-19,20230519,4,0,5,19,2023,2,20
2023-07-16,20230716,6,1,7,16,2023,3,29
2024-08-28,20240828,2,0,8,28,2024,3,35
2024-01-24,20240124,2,0,1,24,2024,1,4
2023-09-13,20230913,2,0,9,13,2023,3,37
2024-03-10,20240310,6,1,3,10,2024,1,11
2023-11-17,20231117,4,0,11,17,2023,4,46
2024-03-05,20240305,1,0,3,5,2024,1,10
2024-06-27,20240627,3,0,6,27,2024,2,26
2024-08-13,20240813,1,0,8,13,2024,3,33
2023-09-24,20230924,6,1,9,24,2023,3,39
2023-07-04,20230704,1,0,7,4,2023,3,27
2023-11-11,20231111,5,1,11,11,2023,4,45
2023-09-04,20230904,0,0,9,4,2023,3,36
2023-07-02,20230702,6,1,7,2,2023,3,27
2024-09-13,20240913,4,0,9,13,2024,3,37
2023-04-11,20230411,1,0,4,11,2023,2,15
2024-02-28,20240228,2,0,2,28,2024,1,9
2023-06-21,20230621,2,0,6,21,2023,2,25
2023-05-22,20230522,0,0,5,22,2023,2,21
2024-01-26,20240126,4,0,1,26,2024,1,4
2024-04-23,20240423,1,0,4,23,2024,2,17
2024-10-28,20241028,0,0,10,28,2024,4,44
2023-09-16,20230916,5,1,9,16,2023,3,37
2024-02-25,20240225,6,1,2,25,2024,1,9
2024-06-29,20240629,5,1,6,29,2024,2,26
2023-09-18,20230918,0,0,9,18,2023,3,38
2024-02-10,20240210,5,1,2,10,2024,1,6
2024-06-15,20240615,5,1,6,15,2024,2,24
2024-08-11,20240811,6,1,8,11,2024,3,33
2024-01-03,20240103,2,0,1,3,2024,1,1
2023-11-07,20231107,1,0,11,7,2023,4,45
2023-10-17,20231017,1,0,10,17,2023,4,42
2024-07-30,20240730,1,0,7,30,2024,3,31
2024-01-12,20240112,4,0,1,12,2024,1,2
2023-01-01,20230101,6,1,1,1,2023,1,1
2024-10-02,20241002,2,0,10,2,2024,4,40
2024-04-22,20240422,0,0,4,22,2024,2,17
2024-10-13,20241013,6,1,10,13,2024,4,42
2023-03-10,20230310,4,0,3,10,2023,1,10
2024-05-31,20240531,4,0,5,31,2024,2,22
2023-05-11,20230511,3,0,5,11,2023,2,19
2023-10-22,20231022,6,1,10,22,2023,4,43
2024-08-12,20240812,0,0,8,12,2024,3,33
2023-03-03,20230303,4,0,3,3,2023,1,9
2023-12-10,20231210,6,1,12,10,2023,4,50
2024-10-10,20241010,3,0,10,10,2024,4,41
2023-09-05,20230905,1,0,9,5,2023,3,36
2023-08-14,20230814,0,0,8,14,2023,3,33
2024-05-21,20240521,1,0,5,21,2024,2,21
2023-10-27,20231027,4,0,10,27,2023,4,43
2023-10-20,20231020,4,0,10,20,2023,4,42
2023-12-31,20231231,6,1,12,31,2023,4,53
2023-09-15,20230915,4,0,9,15,2023,3,37
