product_id,product_name,category,supplier_id,spoilage_sensitivity,supplier_score
FRO_FRO_946,Frozen Desserts,Frozen_Meals,SUPPLIER_15,0.3,6
BAK_PAS_917,Pastries,Bakery,SUPPLIER_11,0.5,6
DAI_YOG_611,Yogurt,Dairy,SUPPLIER_14,0.7,6
DAI_CHE_103,Cheese,Dairy,SUPPLIER_09,0.7,8
PHA_PRO_804,Probiotics,Pharmaceuticals,SUPPLIER_13,0.85,10
DAI_CRE_271,Cream,Dairy,SUPPLIER_20,0.7,9
FRO_PIZ_601,Pizza,Frozen_Meals,SUPPLIER_05,0.3,10
MEA_CHI_482,Chicken,Meat,SUPPLIER_16,0.9,10
DAI_CHE_561,Cheese,Dairy,SUPPLIER_01,0.7,7
BAK_CRO_953,Croissants,Bakery,SUPPLIER_02,0.5,7
DEL_DIP_214,Dips,Deli,SUPPLIER_20,0.75,9
FRO_FRO_677,Frozen Vegetables,Frozen_Meals,SUPPLIER_19,0.3,10
REA_FRE_172,Fresh Pasta,Ready_to_Eat,SUPPLIER_09,0.9,8
PRO_TOM_545,Tomatoes,Produce,SUPPLIER_18,0.6,8
BEV_COL_656,Cold Brew Coffee,Beverages,SUPPLIER_17,0.4,9
MEA_LAM_540,Lamb,Meat,SUPPLIER_15,0.9,6
BAK_CAK_277,Cakes,Bakery,SUPPLIER_04,0.5,9
PRO_LET_997,Lettuce,Produce,SUPPLIER_10,0.6,8
PHA_INS_986,Insulin,Pharmaceuticals,SUPPLIER_11,0.85,6
BEV_KOM_195,Kombucha,Beverages,SUPPLIER_01,0.4,7
REA_FRE_263,Fresh Pasta,Ready_to_Eat,SUPPLIER_09,0.9,8
FRO_PIZ_794,Pizza,Frozen_Meals,SUPPLIER_14,0.3,6
PHA_ANT_235,Antibiotics,Pharmaceuticals,SUPPLIER_20,0.85,9
PRO_AVO_801,Avocados,Produce,SUPPLIER_08,0.6,9
REA_WRA_624,Wraps,Ready_to_Eat,SUPPLIER_06,0.9,8
BEV_MIL_958,Milk Alternatives,Beverages,SUPPLIER_04,0.4,9
PRO_BER_121,Berries,Produce,SUPPLIER_04,0.6,9
SEA_LOB_184,Lobster,Seafood,SUPPLIER_20,0.95,9
PRO_BAN_101,Bananas,Produce,SUPPLIER_05,0.6,10
DAI_CRE_659,Cream,Dairy,SUPPLIER_14,0.7,6
PRO_BER_750,Berries,Produce,SUPPLIER_07,0.6,9
MEA_GRO_764,Ground Beef,Meat,SUPPLIER_09,0.9,8
PRO_GRA_184,Grapes,Produce,SUPPLIER_07,0.6,9
BEV_MIL_161,Milk Alternatives,Beverages,SUPPLIER_16,0.4,10
FRO_ICE_482,Ice Cream,Frozen_Meals,SUPPLIER_01,0.3,7
PRO_BER_322,Berries,Produce,SUPPLIER_15,0.6,6
SEA_CRA_922,Crab,Seafood,SUPPLIER_08,0.95,9
DAI_SOU_443,Sour Cream,Dairy,SUPPLIER_03,0.7,9
BEV_COL_596,Cold Brew Coffee,Beverages,SUPPLIER_17,0.4,9
SEA_CRA_897,Crab,Seafood,SUPPLIER_13,0.95,10
PRO_LET_860,Lettuce,Produce,SUPPLIER_17,0.6,9
FRO_ICE_426,Ice Cream,Frozen_Meals,SUPPLIER_18,0.3,8
PRO_BER_436,Berries,Produce,SUPPLIER_11,0.6,6
PRO_GRA_706,Grapes,Produce,SUPPLIER_20,0.6,9
DAI_YOG_813,Yogurt,Dairy,SUPPLIER_16,0.7,10
SEA_SHR_620,Shrimp,Seafood,SUPPLIER_17,0.95,9
PHA_ANT_149,Antibiotics,Pharmaceuticals,SUPPLIER_18,0.85,8
PRO_TOM_132,Tomatoes,Produce,SUPPLIER_13,0.6,10
REA_WRA_982,Wraps,Ready_to_Eat,SUPPLIER_01,0.9,7
DAI_BUT_718,Butter,Dairy,SUPPLIER_14,0.7,6
REA_SAN_149,Sandwiches,Ready_to_Eat,SUPPLIER_08,0.9,9
PHA_INS_377,Insulin,Pharmaceuticals,SUPPLIER_16,0.85,10
REA_SUS_700,Sushi,Ready_to_Eat,SUPPLIER_06,0.9,8
DAI_SOU_416,Sour Cream,Dairy,SUPPLIER_17,0.7,9
DAI_MIL_404,Milk,Dairy,SUPPLIER_04,0.7,9
BEV_FRE_907,Fresh Juice,Beverages,SUPPLIER_03,0.4,9
DEL_TUR_462,Turkey Slices,Deli,SUPPLIER_08,0.75,9
BEV_KOM_481,Kombucha,Beverages,SUPPLIER_05,0.4,10
BAK_PAS_412,Pastries,Bakery,SUPPLIER_17,0.5,9
PHA_EYE_401,Eye Drops,Pharmaceuticals,SUPPLIER_11,0.85,6
REA_SOU_681,Soups,Ready_to_Eat,SUPPLIER_04,0.9,9
REA_SAL_405,Salads,Ready_to_Eat,SUPPLIER_03,0.9,9
DAI_BUT_223,Butter,Dairy,SUPPLIER_05,0.7,10
MEA_BEE_385,Beef,Meat,SUPPLIER_02,0.9,7
DAI_YOG_463,Yogurt,Dairy,SUPPLIER_09,0.7,8
SEA_TIL_553,Tilapia,Seafood,SUPPLIER_20,0.95,9
PHA_VAC_380,Vaccines,Pharmaceuticals,SUPPLIER_18,0.85,8
DAI_CRE_438,Cream,Dairy,SUPPLIER_10,0.7,8
REA_FRE_516,Fresh Pasta,Ready_to_Eat,SUPPLIER_14,0.9,6
MEA_CHI_261,Chicken,Meat,SUPPLIER_06,0.9,8
BAK_BRE_826,Bread,Bakery,SUPPLIER_05,0.5,10
SEA_CRA_170,Crab,Seafood,SUPPLIER_08,0.95,9
FRO_PIZ_571,Pizza,Frozen_Meals,SUPPLIER_15,0.3,6
DAI_BUT_964,Butter,Dairy,SUPPLIER_05,0.7,10
DAI_YOG_903,Yogurt,Dairy,SUPPLIER_18,0.7,8
BEV_FRE_425,Fresh Juice,Beverages,SUPPLIER_14,0.4,6
PHA_INS_834,Insulin,Pharmaceuticals,SUPPLIER_04,0.85,9
PHA_VAC_570,Vaccines,Pharmaceuticals,SUPPLIER_08,0.85,9
PRO_AVO_207,Avocados,Produce,SUPPLIER_03,0.6,9
BEV_KOM_855,Kombucha,Beverages,SUPPLIER_11,0.4,6
MEA_POR_565,Pork,Meat,SUPPLIER_09,0.9,8
PRO_BAN_240,Bananas,Produce,SUPPLIER_20,0.6,9
SEA_SHR_790,Shrimp,Seafood,SUPPLIER_06,0.95,8
SEA_LOB_670,Lobster,Seafood,SUPPLIER_19,0.95,10
DEL_HUM_674,Hummus,Deli,SUPPLIER_20,0.75,9
REA_SUS_606,Sushi,Ready_to_Eat,SUPPLIER_17,0.9,9
PRO_TOM_854,Tomatoes,Produce,SUPPLIER_09,0.6,8
MEA_LAM_564,Lamb,Meat,SUPPLIER_03,0.9,9
REA_SUS_679,Sushi,Ready_to_Eat,SUPPLIER_13,0.9,10
DAI_BUT_935,Butter,Dairy,SUPPLIER_08,0.7,9
FRO_FRO_960,Frozen Desserts,Frozen_Meals,SUPPLIER_14,0.3,6
DEL_PRE_249,Prepared Salads,Deli,SUPPLIER_13,0.75,10
PRO_BER_622,Berries,Produce,SUPPLIER_20,0.6,9
DAI_SOU_100,Sour Cream,Dairy,SUPPLIER_02,0.7,7
DEL_DIP_267,Dips,Deli,SUPPLIER_04,0.75,9
BAK_MUF_214,Muffins,Bakery,SUPPLIER_01,0.5,7
REA_SAN_734,Sandwiches,Ready_to_Eat,SUPPLIER_01,0.9,7
BAK_CRO_723,Croissants,Bakery,SUPPLIER_06,0.5,8
BAK_BAG_129,Bagels,Bakery,SUPPLIER_18,0.5,8
PHA_VAC_337,Vaccines,Pharmaceuticals,SUPPLIER_10,0.85,8
FRO_ICE_288,Ice Cream,Frozen_Meals,SUPPLIER_13,0.3,10
SEA_CRA_617,Crab,Seafood,SUPPLIER_05,0.95,10
PHA_PRO_456,Probiotics,Pharmaceuticals,SUPPLIER_08,0.85,9
REA_WRA_851,Wraps,Ready_to_Eat,SUPPLIER_05,0.9,10
REA_SAN_525,Sandwiches,Ready_to_Eat,SUPPLIER_18,0.9,8
PRO_GRA_417,Grapes,Produce,SUPPLIER_11,0.6,6
DEL_DIP_316,Dips,Deli,SUPPLIER_09,0.75,8
DEL_DIP_222,Dips,Deli,SUPPLIER_01,0.75,7
PHA_PRO_933,Probiotics,Pharmaceuticals,SUPPLIER_01,0.85,7
BEV_FRE_305,Fresh Juice,Beverages,SUPPLIER_13,0.4,10
DEL_DIP_978,Dips,Deli,SUPPLIER_17,0.75,9
PRO_BER_374,Berries,Produce,SUPPLIER_06,0.6,8
BAK_CRO_607,Croissants,Bakery,SUPPLIER_10,0.5,8
BEV_KOM_161,Kombucha,Beverages,SUPPLIER_09,0.4,8
BEV_SMO_879,Smoothies,Beverages,SUPPLIER_02,0.4,7
PHA_EYE_243,Eye Drops,Pharmaceuticals,SUPPLIER_14,0.85,6
SEA_TIL_404,Tilapia,Seafood,SUPPLIER_15,0.95,6
BAK_BRE_487,Bread,Bakery,SUPPLIER_17,0.5,9
REA_SAN_760,Sandwiches,Ready_to_Eat,SUPPLIER_07,0.9,9
DEL_DIP_645,Dips,Deli,SUPPLIER_05,0.75,10
DAI_SOU_888,Sour Cream,Dairy,SUPPLIER_07,0.7,9
DAI_SOU_600,Sour Cream,Dairy,SUPPLIER_06,0.7,8
DAI_BUT_885,Butter,Dairy,SUPPLIER_10,0.7,8
REA_FRE_777,Fresh Pasta,Ready_to_Eat,SUPPLIER_05,0.9,10
FRO_PIZ_861,Pizza,Frozen_Meals,SUPPLIER_12,0.3,6
MEA_TUR_623,Turkey,Meat,SUPPLIER_01,0.9,7
SEA_TUN_414,Tuna,Seafood,SUPPLIER_07,0.95,9
DEL_HUM_809,Hummus,Deli,SUPPLIER_02,0.75,7
FRO_FRO_530,Frozen Dinners,Frozen_Meals,SUPPLIER_02,0.3,7
REA_SOU_508,Soups,Ready_to_Eat,SUPPLIER_20,0.9,9
MEA_CHI_119,Chicken,Meat,SUPPLIER_17,0.9,9
SEA_LOB_373,Lobster,Seafood,SUPPLIER_11,0.95,6
MEA_LAM_182,Lamb,Meat,SUPPLIER_17,0.9,9
MEA_LAM_248,Lamb,Meat,SUPPLIER_05,0.9,10
PHA_INS_121,Insulin,Pharmaceuticals,SUPPLIER_20,0.85,9
PHA_BIO_807,Biologics,Pharmaceuticals,SUPPLIER_01,0.85,7
DAI_YOG_569,Yogurt,Dairy,SUPPLIER_09,0.7,8
SEA_SHR_497,Shrimp,Seafood,SUPPLIER_01,0.95,7
BAK_BAG_756,Bagels,Bakery,SUPPLIER_17,0.5,9
PHA_EYE_882,Eye Drops,Pharmaceuticals,SUPPLIER_05,0.85,10
MEA_TUR_810,Turkey,Meat,SUPPLIER_08,0.9,9
BEV_SMO_801,Smoothies,Beverages,SUPPLIER_13,0.4,10
PHA_VAC_154,Vaccines,Pharmaceuticals,SUPPLIER_20,0.85,9
FRO_FRO_669,Frozen Desserts,Frozen_Meals,SUPPLIER_09,0.3,8
FRO_FRO_756,Frozen Desserts,Frozen_Meals,SUPPLIER_14,0.3,6
DAI_YOG_860,Yogurt,Dairy,SUPPLIER_04,0.7,9
DEL_TUR_724,Turkey Slices,Deli,SUPPLIER_04,0.75,9
FRO_FRO_772,Frozen Vegetables,Frozen_Meals,SUPPLIER_18,0.3,8
BEV_FRE_913,Fresh Juice,Beverages,SUPPLIER_19,0.4,10
SEA_SHR_639,Shrimp,Seafood,SUPPLIER_04,0.95,9
PRO_BAN_802,Bananas,Produce,SUPPLIER_04,0.6,9
SEA_TUN_558,Tuna,Seafood,SUPPLIER_03,0.95,9
MEA_TUR_565,Turkey,Meat,SUPPLIER_01,0.9,7
MEA_SAU_397,Sausages,Meat,SUPPLIER_15,0.9,6
BAK_DON_384,Donuts,Bakery,SUPPLIER_15,0.5,6
MEA_GRO_389,Ground Beef,Meat,SUPPLIER_20,0.9,9
PRO_TOM_281,Tomatoes,Produce,SUPPLIER_16,0.6,10
DAI_MIL_460,Milk,Dairy,SUPPLIER_04,0.7,9
PRO_APP_645,Apples,Produce,SUPPLIER_17,0.6,9
REA_FRE_973,Fresh Pasta,Ready_to_Eat,SUPPLIER_07,0.9,9
DAI_YOG_469,Yogurt,Dairy,SUPPLIER_05,0.7,10
DAI_YOG_525,Yogurt,Dairy,SUPPLIER_19,0.7,10
PRO_APP_124,Apples,Produce,SUPPLIER_06,0.6,8
DEL_HUM_316,Hummus,Deli,SUPPLIER_10,0.75,8
DAI_CRE_211,Cream,Dairy,SUPPLIER_15,0.7,6
REA_SAL_617,Salads,Ready_to_Eat,SUPPLIER_12,0.9,6
SEA_LOB_642,Lobster,Seafood,SUPPLIER_17,0.95,9
BEV_COL_738,Cold Brew Coffee,Beverages,SUPPLIER_17,0.4,9
SEA_TUN_204,Tuna,Seafood,SUPPLIER_14,0.95,6
PHA_ANT_801,Antibiotics,Pharmaceuticals,SUPPLIER_12,0.85,6
BAK_CAK_307,Cakes,Bakery,SUPPLIER_17,0.5,9
FRO_PIZ_178,Pizza,Frozen_Meals,SUPPLIER_12,0.3,6
BAK_PAS_275,Pastries,Bakery,SUPPLIER_05,0.5,10
SEA_CRA_729,Crab,Seafood,SUPPLIER_13,0.95,10
DEL_DIP_383,Dips,Deli,SUPPLIER_08,0.75,9
BEV_SMO_689,Smoothies,Beverages,SUPPLIER_03,0.4,9
DEL_PRE_104,Prepared Salads,Deli,SUPPLIER_04,0.75,9
DEL_HUM_769,Hummus,Deli,SUPPLIER_01,0.75,7
PHA_PRO_128,Probiotics,Pharmaceuticals,SUPPLIER_14,0.85,6
BEV_SMO_666,Smoothies,Beverages,SUPPLIER_20,0.4,9
SEA_LOB_593,Lobster,Seafood,SUPPLIER_07,0.95,9
FRO_FRO_140,Frozen Desserts,Frozen_Meals,SUPPLIER_07,0.3,9
SEA_COD_886,Cod,Seafood,SUPPLIER_13,0.95,10
MEA_CHI_798,Chicken,Meat,SUPPLIER_10,0.9,8
REA_WRA_986,Wraps,Ready_to_Eat,SUPPLIER_18,0.9,8
MEA_LAM_743,Lamb,Meat,SUPPLIER_16,0.9,10
DAI_SOU_313,Sour Cream,Dairy,SUPPLIER_10,0.7,8
DAI_SOU_488,Sour Cream,Dairy,SUPPLIER_08,0.7,9
FRO_FRO_391,Frozen Desserts,Frozen_Meals,SUPPLIER_10,0.3,8
FRO_FRO_574,Frozen Vegetables,Frozen_Meals,SUPPLIER_14,0.3,6
DEL_SAL_500,Salami,Deli,SUPPLIER_06,0.75,8
SEA_TUN_210,Tuna,Seafood,SUPPLIER_01,0.95,7
MEA_GRO_933,Ground Beef,Meat,SUPPLIER_11,0.9,6
PRO_BAN_729,Bananas,Produce,SUPPLIER_13,0.6,10
SEA_TIL_473,Tilapia,Seafood,SUPPLIER_13,0.95,10
DAI_MIL_617,Milk,Dairy,SUPPLIER_07,0.7,9
MEA_BEE_963,Beef,Meat,SUPPLIER_15,0.9,6
DEL_DIP_613,Dips,Deli,SUPPLIER_12,0.75,6
FRO_FRO_825,Frozen Vegetables,Frozen_Meals,SUPPLIER_19,0.3,10
PHA_ANT_636,Antibiotics,Pharmaceuticals,SUPPLIER_11,0.85,6
MEA_LAM_912,Lamb,Meat,SUPPLIER_08,0.9,9
PHA_ANT_565,Antibiotics,Pharmaceuticals,SUPPLIER_06,0.85,8
BEV_COL_757,Cold Brew Coffee,Beverages,SUPPLIER_05,0.4,10
BAK_DON_192,Donuts,Bakery,SUPPLIER_01,0.5,7
DAI_MIL_865,Milk,Dairy,SUPPLIER_08,0.7,9
BEV_KOM_817,Kombucha,Beverages,SUPPLIER_09,0.4,8
SEA_TIL_690,Tilapia,Seafood,SUPPLIER_16,0.95,10
SEA_CRA_719,Crab,Seafood,SUPPLIER_19,0.95,10
FRO_FRO_405,Frozen Desserts,Frozen_Meals,SUPPLIER_15,0.3,6
FRO_FRO_880,Frozen Dinners,Frozen_Meals,SUPPLIER_06,0.3,8
REA_WRA_351,Wraps,Ready_to_Eat,SUPPLIER_20,0.9,9
MEA_LAM_425,Lamb,Meat,SUPPLIER_07,0.9,9
MEA_BEE_764,Beef,Meat,SUPPLIER_02,0.9,7
REA_FRE_713,Fresh Pasta,Ready_to_Eat,SUPPLIER_08,0.9,9
SEA_TUN_689,Tuna,Seafood,SUPPLIER_13,0.95,10
BAK_DON_493,Donuts,Bakery,SUPPLIER_07,0.5,9
DEL_DIP_528,Dips,Deli,SUPPLIER_06,0.75,8
REA_SAN_403,Sandwiches,Ready_to_Eat,SUPPLIER_05,0.9,10
REA_WRA_461,Wraps,Ready_to_Eat,SUPPLIER_08,0.9,9
BAK_CRO_649,Croissants,Bakery,SUPPLIER_15,0.5,6
BEV_MIL_878,Milk Alternatives,Beverages,SUPPLIER_17,0.4,9
PRO_AVO_554,Avocados,Produce,SUPPLIER_17,0.6,9
DAI_YOG_422,Yogurt,Dairy,SUPPLIER_12,0.7,6
DEL_HAM_580,Ham,Deli,SUPPLIER_08,0.75,9
DEL_HAM_291,Ham,Deli,SUPPLIER_16,0.75,10
REA_SOU_233,Soups,Ready_to_Eat,SUPPLIER_09,0.9,8
BAK_BAG_924,Bagels,Bakery,SUPPLIER_15,0.5,6
PRO_LET_260,Lettuce,Produce,SUPPLIER_16,0.6,10
BAK_DON_659,Donuts,Bakery,SUPPLIER_09,0.5,8
BEV_KOM_747,Kombucha,Beverages,SUPPLIER_12,0.4,6
DAI_MIL_466,Milk,Dairy,SUPPLIER_05,0.7,10
BAK_CRO_335,Croissants,Bakery,SUPPLIER_17,0.5,9
DAI_MIL_617,Milk,Dairy,SUPPLIER_13,0.7,10
FRO_PIZ_700,Pizza,Frozen_Meals,SUPPLIER_15,0.3,6
PRO_AVO_912,Avocados,Produce,SUPPLIER_02,0.6,7
SEA_COD_368,Cod,Seafood,SUPPLIER_02,0.95,7
SEA_TIL_979,Tilapia,Seafood,SUPPLIER_08,0.95,9
BEV_SMO_566,Smoothies,Beverages,SUPPLIER_18,0.4,8
FRO_PIZ_887,Pizza,Frozen_Meals,SUPPLIER_01,0.3,7
REA_SOU_128,Soups,Ready_to_Eat,SUPPLIER_08,0.9,9
DEL_HAM_639,Ham,Deli,SUPPLIER_11,0.75,6
SEA_SHR_690,Shrimp,Seafood,SUPPLIER_04,0.95,9
FRO_FRO_852,Frozen Vegetables,Frozen_Meals,SUPPLIER_08,0.3,9
REA_SAN_817,Sandwiches,Ready_to_Eat,SUPPLIER_13,0.9,10
MEA_SAU_311,Sausages,Meat,SUPPLIER_15,0.9,6
BEV_COL_175,Cold Brew Coffee,Beverages,SUPPLIER_19,0.4,10
SEA_SAL_563,Salmon,Seafood,SUPPLIER_16,0.95,10
FRO_ICE_667,Ice Cream,Frozen_Meals,SUPPLIER_03,0.3,9
DEL_HUM_770,Hummus,Deli,SUPPLIER_01,0.75,7
BEV_KOM_649,Kombucha,Beverages,SUPPLIER_16,0.4,10
REA_WRA_897,Wraps,Ready_to_Eat,SUPPLIER_12,0.9,6
PRO_APP_432,Apples,Produce,SUPPLIER_17,0.6,9
BEV_SMO_770,Smoothies,Beverages,SUPPLIER_10,0.4,8
SEA_SHR_357,Shrimp,Seafood,SUPPLIER_07,0.95,9
MEA_BEE_686,Beef,Meat,SUPPLIER_04,0.9,9
REA_WRA_388,Wraps,Ready_to_Eat,SUPPLIER_06,0.9,8
BEV_SMO_304,Smoothies,Beverages,SUPPLIER_03,0.4,9
REA_FRE_473,Fresh Pasta,Ready_to_Eat,SUPPLIER_03,0.9,9
PRO_BER_114,Berries,Produce,SUPPLIER_05,0.6,10
FRO_ICE_304,Ice Cream,Frozen_Meals,SUPPLIER_08,0.3,9
REA_SOU_743,Soups,Ready_to_Eat,SUPPLIER_10,0.9,8
REA_SAL_895,Salads,Ready_to_Eat,SUPPLIER_07,0.9,9
DAI_BUT_815,Butter,Dairy,SUPPLIER_11,0.7,6
PRO_BAN_227,Bananas,Produce,SUPPLIER_20,0.6,9
DAI_COT_168,Cottage Cheese,Dairy,SUPPLIER_02,0.7,7
SEA_CRA_687,Crab,Seafood,SUPPLIER_06,0.95,8
FRO_FRO_115,Frozen Vegetables,Frozen_Meals,SUPPLIER_18,0.3,8
DEL_SAL_531,Salami,Deli,SUPPLIER_07,0.75,9
PRO_LET_752,Lettuce,Produce,SUPPLIER_10,0.6,8
BAK_BAG_351,Bagels,Bakery,SUPPLIER_05,0.5,10
DAI_YOG_978,Yogurt,Dairy,SUPPLIER_14,0.7,6
BEV_FRE_377,Fresh Juice,Beverages,SUPPLIER_12,0.4,6
PRO_TOM_890,Tomatoes,Produce,SUPPLIER_15,0.6,6
BEV_MIL_266,Milk Alternatives,Beverages,SUPPLIER_04,0.4,9
FRO_FRO_248,Frozen Vegetables,Frozen_Meals,SUPPLIER_15,0.3,6
BEV_COL_621,Cold Brew Coffee,Beverages,SUPPLIER_02,0.4,7
PHA_EYE_594,Eye Drops,Pharmaceuticals,SUPPLIER_19,0.85,10
BAK_BAG_603,Bagels,Bakery,SUPPLIER_13,0.5,10
REA_WRA_143,Wraps,Ready_to_Eat,SUPPLIER_03,0.9,9
SEA_CRA_734,Crab,Seafood,SUPPLIER_15,0.95,6
FRO_FRO_673,Frozen Dinners,Frozen_Meals,SUPPLIER_20,0.3,9
DEL_SAL_379,Salami,Deli,SUPPLIER_16,0.75,10
DEL_HUM_321,Hummus,Deli,SUPPLIER_03,0.75,9
DEL_DIP_531,Dips,Deli,SUPPLIER_20,0.75,9
PRO_LET_618,Lettuce,Produce,SUPPLIER_10,0.6,8
BAK_CAK_697,Cakes,Bakery,SUPPLIER_16,0.5,10
BEV_COL_653,Cold Brew Coffee,Beverages,SUPPLIER_09,0.4,8
BEV_FRE_860,Fresh Juice,Beverages,SUPPLIER_05,0.4,10
PHA_INS_507,Insulin,Pharmaceuticals,SUPPLIER_03,0.85,9
SEA_LOB_514,Lobster,Seafood,SUPPLIER_18,0.95,8
FRO_FRO_491,Frozen Dinners,Frozen_Meals,SUPPLIER_06,0.3,8
PRO_AVO_976,Avocados,Produce,SUPPLIER_02,0.6,7
BAK_CAK_132,Cakes,Bakery,SUPPLIER_10,0.5,8
DAI_CRE_132,Cream,Dairy,SUPPLIER_10,0.7,8
BAK_PAS_154,Pastries,Bakery,SUPPLIER_01,0.5,7
SEA_TIL_306,Tilapia,Seafood,SUPPLIER_19,0.95,10
FRO_ICE_693,Ice Cream,Frozen_Meals,SUPPLIER_09,0.3,8
PHA_INS_994,Insulin,Pharmaceuticals,SUPPLIER_01,0.85,7
MEA_TUR_104,Turkey,Meat,SUPPLIER_20,0.9,9
DAI_YOG_189,Yogurt,Dairy,SUPPLIER_17,0.7,9
MEA_CHI_885,Chicken,Meat,SUPPLIER_11,0.9,6
MEA_POR_208,Pork,Meat,SUPPLIER_13,0.9,10
MEA_CHI_277,Chicken,Meat,SUPPLIER_12,0.9,6
SEA_CRA_500,Crab,Seafood,SUPPLIER_20,0.95,9
FRO_FRO_252,Frozen Desserts,Frozen_Meals,SUPPLIER_02,0.3,7
REA_WRA_125,Wraps,Ready_to_Eat,SUPPLIER_06,0.9,8
SEA_CRA_191,Crab,Seafood,SUPPLIER_02,0.95,7
SEA_COD_568,Cod,Seafood,SUPPLIER_09,0.95,8
SEA_TUN_747,Tuna,Seafood,SUPPLIER_18,0.95,8
DAI_COT_357,Cottage Cheese,Dairy,SUPPLIER_20,0.7,9
MEA_BEE_628,Beef,Meat,SUPPLIER_09,0.9,8
FRO_FRO_281,Frozen Vegetables,Frozen_Meals,SUPPLIER_08,0.3,9
MEA_SAU_109,Sausages,Meat,SUPPLIER_19,0.9,10
FRO_ICE_655,Ice Cream,Frozen_Meals,SUPPLIER_11,0.3,6
REA_SAL_990,Salads,Ready_to_Eat,SUPPLIER_09,0.9,8
MEA_LAM_153,Lamb,Meat,SUPPLIER_07,0.9,9
DEL_PRE_327,Prepared Salads,Deli,SUPPLIER_14,0.75,6
PHA_VAC_406,Vaccines,Pharmaceuticals,SUPPLIER_10,0.85,8
DEL_TUR_318,Turkey Slices,Deli,SUPPLIER_11,0.75,6
BAK_BRE_205,Bread,Bakery,SUPPLIER_20,0.5,9
BAK_MUF_640,Muffins,Bakery,SUPPLIER_17,0.5,9
SEA_TIL_257,Tilapia,Seafood,SUPPLIER_16,0.95,10
SEA_SHR_522,Shrimp,Seafood,SUPPLIER_06,0.95,8
DEL_HAM_198,Ham,Deli,SUPPLIER_17,0.75,9
DAI_MIL_878,Milk,Dairy,SUPPLIER_20,0.7,9
MEA_TUR_724,Turkey,Meat,SUPPLIER_04,0.9,9
SEA_TIL_634,Tilapia,Seafood,SUPPLIER_12,0.95,6
REA_FRE_697,Fresh Pasta,Ready_to_Eat,SUPPLIER_15,0.9,6
BEV_FRE_406,Fresh Juice,Beverages,SUPPLIER_01,0.4,7
FRO_PIZ_772,Pizza,Frozen_Meals,SUPPLIER_16,0.3,10
BAK_MUF_787,Muffins,Bakery,SUPPLIER_20,0.5,9
BAK_CAK_565,Cakes,Bakery,SUPPLIER_05,0.5,10
DAI_CRE_516,Cream,Dairy,SUPPLIER_11,0.7,6
DAI_MIL_731,Milk,Dairy,SUPPLIER_18,0.7,8
BAK_CAK_223,Cakes,Bakery,SUPPLIER_04,0.5,9
DAI_CHE_535,Cheese,Dairy,SUPPLIER_17,0.7,9
MEA_LAM_536,Lamb,Meat,SUPPLIER_05,0.9,10
DEL_PRE_662,Prepared Salads,Deli,SUPPLIER_06,0.75,8
FRO_ICE_912,Ice Cream,Frozen_Meals,SUPPLIER_14,0.3,6
SEA_SHR_655,Shrimp,Seafood,SUPPLIER_01,0.95,7
DAI_MIL_968,Milk,Dairy,SUPPLIER_13,0.7,10
PHA_INS_484,Insulin,Pharmaceuticals,SUPPLIER_05,0.85,10
BAK_PAS_329,Pastries,Bakery,SUPPLIER_17,0.5,9
SEA_TUN_736,Tuna,Seafood,SUPPLIER_17,0.95,9
SEA_TIL_160,Tilapia,Seafood,SUPPLIER_13,0.95,10
FRO_PIZ_635,Pizza,Frozen_Meals,SUPPLIER_07,0.3,9
PHA_PRO_241,Probiotics,Pharmaceuticals,SUPPLIER_16,0.85,10
PHA_PRO_360,Probiotics,Pharmaceuticals,SUPPLIER_06,0.85,8
MEA_SAU_295,Sausages,Meat,SUPPLIER_08,0.9,9
DEL_TUR_302,Turkey Slices,Deli,SUPPLIER_19,0.75,10
PHA_ANT_744,Antibiotics,Pharmaceuticals,SUPPLIER_20,0.85,9
PRO_AVO_776,Avocados,Produce,SUPPLIER_14,0.6,6
BAK_DON_104,Donuts,Bakery,SUPPLIER_15,0.5,6
PRO_TOM_832,Tomatoes,Produce,SUPPLIER_07,0.6,9
BAK_CRO_854,Croissants,Bakery,SUPPLIER_03,0.5,9
BEV_SMO_817,Smoothies,Beverages,SUPPLIER_03,0.4,9
FRO_ICE_696,Ice Cream,Frozen_Meals,SUPPLIER_11,0.3,6
SEA_COD_423,Cod,Seafood,SUPPLIER_13,0.95,10
DEL_PRE_916,Prepared Salads,Deli,SUPPLIER_08,0.75,9
REA_SOU_181,Soups,Ready_to_Eat,SUPPLIER_02,0.9,7
MEA_LAM_178,Lamb,Meat,SUPPLIER_09,0.9,8
MEA_TUR_427,Turkey,Meat,SUPPLIER_14,0.9,6
FRO_PIZ_299,Pizza,Frozen_Meals,SUPPLIER_19,0.3,10
BAK_MUF_752,Muffins,Bakery,SUPPLIER_04,0.5,9
PRO_BAN_933,Bananas,Produce,SUPPLIER_05,0.6,10
PRO_LET_695,Lettuce,Produce,SUPPLIER_17,0.6,9
DAI_MIL_690,Milk,Dairy,SUPPLIER_17,0.7,9
DEL_SAL_695,Salami,Deli,SUPPLIER_14,0.75,6
REA_FRE_182,Fresh Pasta,Ready_to_Eat,SUPPLIER_18,0.9,8
SEA_SAL_275,Salmon,Seafood,SUPPLIER_06,0.95,8
PRO_AVO_490,Avocados,Produce,SUPPLIER_12,0.6,6
